TABLE_TITLE,OCTET_NO,CONTENU
Modèle de définition de la grille 3.42 — Grille gaussienne latitude/longitude après dilatation,15-72,Voir le modèle de définition de la grille 3.40 (voir la note 1)
Modèle de définition de la grille 3.42 — Grille gaussienne latitude/longitude après dilatation,73-76,Latitude du pôle de dilatation
Modèle de définition de la grille 3.42 — Grille gaussienne latitude/longitude après dilatation,77-80,Longitude du pôle de dilatation
Modèle de définition de la grille 3.42 — Grille gaussienne latitude/longitude après dilatation,81-84,Facteur de dilatation
Modèle de définition de la grille 3.42 — Grille gaussienne latitude/longitude après dilatation,85-nn,Liste de nombre de points le long de chaque méridien ou parallèle (ces octets ne s'appliquent qu'aux grilles quasi régulières dont il est question dans la note 4)
Modèle de définition de la grille 3.43 — Grille gaussienne latitude/longitude après dilatation et rotation,15-72,Voir modèle de définition de la grille 3.0 (voir la note 1)
Modèle de définition de la grille 3.43 — Grille gaussienne latitude/longitude après dilatation et rotation,73-76,Latitude du pôle Sud de la projection
Modèle de définition de la grille 3.43 — Grille gaussienne latitude/longitude après dilatation et rotation,77-80,Longitude du pôle Sud de la projection
Modèle de définition de la grille 3.43 — Grille gaussienne latitude/longitude après dilatation et rotation,81-84,Angle de rotation de la projection
Modèle de définition de la grille 3.43 — Grille gaussienne latitude/longitude après dilatation et rotation,85-88,Latitude du pôle de dilatation
Modèle de définition de la grille 3.43 — Grille gaussienne latitude/longitude après dilatation et rotation,89-92,Longitude du pôle de dilatation
Modèle de définition de la grille 3.43 — Grille gaussienne latitude/longitude après dilatation et rotation,93-96,Facteur de dilatation
Modèle de définition de la grille 3.43 — Grille gaussienne latitude/longitude après dilatation et rotation,97-nn,Liste de nombre de points le long de chaque méridien ou parallèle (ces octets ne s'appliquent qu'aux grilles quasi régulières dont il est question dans la note 5)
Modèle de définition de la grille 3.50 — Coefficients harmoniques sphériques,15-18,J - paramètre de résolution pentagonale
Modèle de définition de la grille 3.50 — Coefficients harmoniques sphériques,19-22,K - paramètre de résolution pentagonale
Modèle de définition de la grille 3.50 — Coefficients harmoniques sphériques,23-26,M - paramètre de résolution pentagonale
Modèle de définition de la grille 3.50 — Coefficients harmoniques sphériques,27,Type de représentation indiquant la méthode utilisée pour définir la norme (voir la table de code 3.6)
Modèle de définition de la grille 3.50 — Coefficients harmoniques sphériques,28,Mode de représentation indiquant l'ordre des coefficients (voir la table de code 3.7)
Modèle de définition de la grille 3.51 — Coefficients harmoniques sphériques après rotation,15-28,Voir le modèle de définition de la grille 3.50
Modèle de définition de la grille 3.51 — Coefficients harmoniques sphériques après rotation,29-32,Latitude du pôle Sud de la projection
Modèle de définition de la grille 3.51 — Coefficients harmoniques sphériques après rotation,33-36,Longitude du pôle Sud de la projection
Modèle de définition de la grille 3.51 — Coefficients harmoniques sphériques après rotation,37-40,Angle de rotation de la projection
Modèle de définition de la grille 3.52 — Coefficients harmoniques sphériques après dilatation,15-28,Voir le modèle de définition de la grille 3.50
Modèle de définition de la grille 3.52 — Coefficients harmoniques sphériques après dilatation,29-32,Latitude du pôle de dilatation
Modèle de définition de la grille 3.52 — Coefficients harmoniques sphériques après dilatation,33-36,Longitude du pôle de dilatation
Modèle de définition de la grille 3.52 — Coefficients harmoniques sphériques après dilatation,37-40,Facteur de dilatation
Modèle de définition de la grille 3.53 — Coefficients harmoniques sphériques après dilatation et rotation,15-28,Voir le modèle de définition de la grille 3.50
Modèle de définition de la grille 3.53 — Coefficients harmoniques sphériques après dilatation et rotation,29-32,Latitude du pôle Sud de la projection
Modèle de définition de la grille 3.53 — Coefficients harmoniques sphériques après dilatation et rotation,33-36,Longitude du pôle Sud de la projection
Modèle de définition de la grille 3.53 — Coefficients harmoniques sphériques après dilatation et rotation,37-40,Angle de rotation de la projection
Modèle de définition de la grille 3.53 — Coefficients harmoniques sphériques après dilatation et rotation,41-44,Latitude du pôle de dilatation
Modèle de définition de la grille 3.53 — Coefficients harmoniques sphériques après dilatation et rotation,45-48,Longitude du pôle de dilatation
Modèle de définition de la grille 3.53 — Coefficients harmoniques sphériques après dilatation et rotation,49-52,Facteur de dilatation
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,15,Type de représentation des données spectrales (voir la table de code 3.6)
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,16-19,N - paramètre de résolution avec transformée de Fourier 2D
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,20-23,M - paramètre de résolution avec transformée de Fourier 2D
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,24,Type de troncature avec transformée de Fourier 2D (voir la table de code 3.25)
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,25-32,Lx - taille en mètres du domaine le long de l'axe des x
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,33-40,Lux - taille en mètres du sous-domaine de prévision numérique le long de l'axe des x
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,41-48,Lcx - largeur en mètres de la zone de couplage au sein du domaine de prévision le long de l'axe des x
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,49-56,Ly - taille en mètres du domaine le long de l'axe des y
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,57-64,Luy - taille en mètres du sous-domaine de prévision numérique le long de l'axe des y
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,65-72,Lcy - largeur en mètres de la zone de couplage au sein du domaine de prévision le long de l'axe des y
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,73,Forme de la Terre (voir la table de code 3.2)
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,74,Facteur d'échelle du rayon de la Terre sphérique
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,75-78,Valeur ajustée du rayon de la Terre sphérique
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,79,Facteur d'échelle du grand axe de la Terre ellipsoïdale aplatie
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,80-83,Valeur ajustée du grand axe de la Terre ellipsoïdale aplatie
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,84,Facteur d'échelle du petit axe de la Terre ellipsoïdale aplatie
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,85-88,Valeur ajustée du petit axe de la Terre ellipsoïdale aplatie
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,89-92,La1 - latitude du premier point de la grille
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,93-96,Lo1 - longitude du premier point de la grille
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,97-100,LaD latitude(s) d'intersection du cylindre de projection de Mercator avec la Terre (latitude(s) pour laquelle (lesquelles) Di et Dj sont précisées)
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,101-104,La2 - latitude du dernier point de la grille
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,105-108,Lo2 - longitude du dernier point de la grille
Modèle de définition de la grille 3.61 — Représentation spectrale en projection de Mercator avec définition des sous-domaines de modélisation,109-112,"Orientation de la grille, angle entre la direction i sur la carte et l'équateur (voir la note)"
Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,15,Type de représentation des données spectrales (voir la table de code 3.6)
Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,16-19,N - paramètre de résolution avec transformée de Fourier 2D
Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,20-23,M - paramètre de résolution avec transformée de Fourier 2D
Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,24,Type de troncature avec transformée de Fourier 2D (voir la table de code 3.25)
Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,25-32,Lx - taille en mètres du domaine le long de l'axe des x
Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,33-40,Lux - taille en mètres du sous-domaine de prévision numérique le long de l'axe des x
Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,41-48,Lcx - largeur en mètres de la zone de couplage au sein du domaine de prévision le long de l'axe des x
Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,49-56,Ly - taille en mètres du domaine le long de l'axe des y
Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,57-64,Luy - taille en mètres du sous-domaine de prévision numérique le long de l'axe des y
Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,65-72,Lcy - largeur en mètres de la zone de couplage au sein du domaine de prévision le long de l'axe des y
Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,73,Forme de la Terre (voir la table de code 3.2)
Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,74,Facteur d'échelle du rayon de la Terre sphérique
Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,75-78,Valeur ajustée du rayon de la Terre sphérique
Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,79,Facteur d'échelle du grand axe de la Terre ellipsoïdale aplatie
Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,80-83,Valeur ajustée du grand axe de la Terre ellipsoïdale aplatie
Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,84,Facteur d'échelle du petit axe de la Terre ellipsoïdale aplatie
Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,85-88,Valeur ajustée du petit axe de la Terre ellipsoïdale aplatie
Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,89-92,La1 - latitude du premier point de la grille
Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,93-96,Lo1 - longitude du premier point de la grille
Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,97,Indicateurs de résolution et de composantes (voir la table d'indicateurs 3.3)
Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,98-101,LaD - latitude pour laquelle Dx et Dy sont précisées
Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,102-105,LoV - orientation de la grille
Modèle de définition de la grille 3.62 — Représentation spectrale en projection stéréographique polaire avec définition des sous-domaines de modélisation,106,Centre de la projection (voir la table d'indicateurs 3.5)
Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,15,Type de représentation des données spectrales (voir la table de code 3.6)
Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,16-19,N - paramètre de résolution avec transformée de Fourier 2D
Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,20-23,M - paramètre de résolution avec transformée de Fourier 2D
Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,24,Type de troncature avec transformée de Fourier 2D (voir la table de code 3.25)
Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,25-32,Lx - taille en mètres du domaine le long de l'axe des x
Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,33-40,Lux - taille en mètres du sous-domaine de prévision numérique le long de l'axe des x
Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,41-48,Lcx - largeur en mètres de la zone de couplage au sein du domaine de prévision le long de l'axe des X
Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,49-56,Ly - taille en mètres du domaine le long de l'axe des y
Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,57-64,Luy - taille en mètres du sous-domaine de prévision numérique le long de l'axe des y
Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,65-72,Lcy - largeur en mètres de la zone de couplage au sein du domaine de prévision le long de l'axe des y
Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,73,Forme de la Terre (voir la table de code 3.2)
Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,74,Facteur d'échelle du rayon de la Terre sphérique
Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,75-78,Valeur ajustée du rayon de la Terre sphérique
Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,79,Facteur d'échelle du grand axe de la Terre ellipsoïdale aplatie
Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,80-83,Valeur ajustée du grand axe de la Terre ellipsoïdale aplatie
Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,84,Facteur d'échelle du petit axe de la Terre ellipsoïdale aplatie
Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,85-88,Valeur ajustée du petit axe de la Terre ellipsoïdale aplatie
Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,89-92,La1 - latitude du premier point de la grille
Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,93-96,Lo1 - longitude du premier point de la grille
Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,97-100,LaD - latitude pour laquelle Dx et Dy sont précisées
Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,101-104,LoV - longitude du méridien parallèle à l'axe des y le long duquel la valeur des y augmente avec la latitude
Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,105,Centre de la projection (voir la table d'indicateurs 3.5)
Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,106-109,Carré latin 1 - première latitude à partir du pôle à laquelle le cône sécant coupe la sphère
Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,110-113,Carré latin 2 - deuxième latitude à partir du pôle à laquelle le cône sécant coupe la sphère
Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,114-117,Latitude du pôle Sud de la projection
Modèle de définition de la grille 3.63 — Représentation spectrale en projection conforme de Lambert avec définition des sous-domaines de modélisation,118-121,Longitude du pôle Sud de la projection
Modèle de définition de la grille 3.90 — Perspective vue de l'espace ou projection orthographique,15,Forme de la Terre (voir la table de code 3.2)
Modèle de définition de la grille 3.90 — Perspective vue de l'espace ou projection orthographique,16,Facteur d'échelle du rayon de la Terre sphérique
Modèle de définition de la grille 3.90 — Perspective vue de l'espace ou projection orthographique,17-20,Valeur ajustée du rayon de la Terre sphérique
Modèle de définition de la grille 3.90 — Perspective vue de l'espace ou projection orthographique,21,Facteur d'échelle du grand axe de la Terre ellipsoïdale aplatie
Modèle de définition de la grille 3.90 — Perspective vue de l'espace ou projection orthographique,22-25,Valeur ajustée du grand axe de la Terre ellipsoïdale aplatie
Modèle de définition de la grille 3.90 — Perspective vue de l'espace ou projection orthographique,26,Facteur d'échelle du petit axe de la Terre ellipsoïdale aplatie
Modèle de définition de la grille 3.90 — Perspective vue de l'espace ou projection orthographique,27-30,Valeur ajustée du petit axe de la Terre ellipsoïdale aplatie
Modèle de définition de la grille 3.90 — Perspective vue de l'espace ou projection orthographique,31-34,Nx - nombre de points le long de l'axe des x (colonnes)
Modèle de définition de la grille 3.90 — Perspective vue de l'espace ou projection orthographique,35-38,Ny - nombre de points le long de l'axe des y (rangées ou lignes)
Modèle de définition de la grille 3.90 — Perspective vue de l'espace ou projection orthographique,39-42,Lap - latitude du point à la verticale du satellite
Modèle de définition de la grille 3.90 — Perspective vue de l'espace ou projection orthographique,43-46,Lop - longitude du point à la verticale du satellite
Modèle de définition de la grille 3.90 — Perspective vue de l'espace ou projection orthographique,47,Indicateurs de résolution et de composantes (voir la table d'indicateurs 3.3)
Modèle de définition de la grille 3.90 — Perspective vue de l'espace ou projection orthographique,48-51,"dx - diamètre apparent de la Terre en longueurs de grille, dans la direction x"
Modèle de définition de la grille 3.90 — Perspective vue de l'espace ou projection orthographique,52-55,"dy - diamètre apparent de la Terre en longueurs de grille, dans la direction y"
Modèle de définition de la grille 3.90 — Perspective vue de l'espace ou projection orthographique,56-59,"Xp - coordonnée x du point à la verticale du satellite (en 10-3 longueurs de grille, exprimée sous forme d'entier)"
Modèle de définition de la grille 3.90 — Perspective vue de l'espace ou projection orthographique,60-63,"Yp - coordonnée y du point à la verticale du satellite (en 10-3 longueurs de grille, exprimée sous forme d'entier)"
Modèle de définition de la grille 3.90 — Perspective vue de l'espace ou projection orthographique,64,Mode d'exploration (indicateurs – voir la table d'indicateurs 3.4)
Modèle de définition de la grille 3.90 — Perspective vue de l'espace ou projection orthographique,65-68,Orientation de la grille; soit l'angle entre l'axe des y dans le sens ascendant et le méridien du point à la verticale du satellite dans le sens ascendant de la latitude (voir la note 3)
Modèle de définition de la grille 3.90 — Perspective vue de l'espace ou projection orthographique,69-72,"Nr - altitude de la caméra par rapport au centre de la Terre, mesurée en unités du rayon terrestre équatorial et multipliée par un facteur d'échelle de 106 (voir les notes 4 et 5)"
Modèle de définition de la grille 3.90 — Perspective vue de l'espace ou projection orthographique,73-76,Xo - coordonnée x d'origine de l'image sectorielle
Modèle de définition de la grille 3.90 — Perspective vue de l'espace ou projection orthographique,77-80,Yo - coordonnée y d'origine de l'image sectorielle
"Modèle de définition de la grille 3.100 — Grille triangulaire basée sur un icosaèdre (voir partie B, supplément I du code GRIB)",15,n2 - exposant de 2 indiquant le nombre d'intervalles sur les côtés du triangle
"Modèle de définition de la grille 3.100 — Grille triangulaire basée sur un icosaèdre (voir partie B, supplément I du code GRIB)",16,n3 - exposant de 3 indiquant le nombre d'intervalles sur les côtés du triangle
"Modèle de définition de la grille 3.100 — Grille triangulaire basée sur un icosaèdre (voir partie B, supplément I du code GRIB)",17-18,ni - nombre d'intervalles sur les côtés des triangles de l'icosaèdre
"Modèle de définition de la grille 3.100 — Grille triangulaire basée sur un icosaèdre (voir partie B, supplément I du code GRIB)",19,nd - nombre de losanges
"Modèle de définition de la grille 3.100 — Grille triangulaire basée sur un icosaèdre (voir partie B, supplément I du code GRIB)",20-23,Latitude du pôle de l'icosaèdre reporté sur la sphère
"Modèle de définition de la grille 3.100 — Grille triangulaire basée sur un icosaèdre (voir partie B, supplément I du code GRIB)",24-27,Longitude du pôle de l'icosaèdre reporté sur la sphère
"Modèle de définition de la grille 3.100 — Grille triangulaire basée sur un icosaèdre (voir partie B, supplément I du code GRIB)",28-31,Longitude de la ligne centrale du premier losange de l'icosaèdre reportée sur la sphère
"Modèle de définition de la grille 3.100 — Grille triangulaire basée sur un icosaèdre (voir partie B, supplément I du code GRIB)",32,Position des points de grille (voir la table de code 3.8)
"Modèle de définition de la grille 3.100 — Grille triangulaire basée sur un icosaèdre (voir partie B, supplément I du code GRIB)",33,Ordre de la numérotation des losanges (indicateur - voir la table d'indicateurs 3.9)
"Modèle de définition de la grille 3.100 — Grille triangulaire basée sur un icosaèdre (voir partie B, supplément I du code GRIB)",34,Mode d'exploration d'un losange (indicateurs – voir la table d'indicateurs 3.10)
"Modèle de définition de la grille 3.100 — Grille triangulaire basée sur un icosaèdre (voir partie B, supplément I du code GRIB)",35-38,nt - nombre total de points de grille
Modèle de définition de la grille 3.101 — Grille générale non structurée,15,Forme de la Terre (voir la table de code 3.2)
Modèle de définition de la grille 3.101 — Grille générale non structurée,16-18,Numéro de la grille utilisée (défini par le centre d'origine)
Modèle de définition de la grille 3.101 — Grille générale non structurée,19,Numéro de la grille de référence (permettant de porter des annotations correspondant à une grille de type Arakawa C sur la grille établie arbitrairement) (voir la note)
Modèle de définition de la grille 3.101 — Grille générale non structurée,20-35,Identifiant universel unique de la grille horizontale
Modèle de définition de la grille 3.110 — Projection équatoriale azimutale équidistante,15,Forme de la Terre (voir la table de code 3.2)
Modèle de définition de la grille 3.110 — Projection équatoriale azimutale équidistante,16,Facteur d'échelle du rayon de la Terre sphérique
Modèle de définition de la grille 3.110 — Projection équatoriale azimutale équidistante,17-20,Valeur ajustée du rayon de la Terre sphérique
Modèle de définition de la grille 3.110 — Projection équatoriale azimutale équidistante,21,Facteur d'échelle du grand axe de la Terre ellipsoïdale aplatie
Modèle de définition de la grille 3.110 — Projection équatoriale azimutale équidistante,22-25,Valeur ajustée du grand axe de la Terre ellipsoïdale aplatie
Modèle de définition de la grille 3.110 — Projection équatoriale azimutale équidistante,26,Facteur d'échelle du petit axe de la Terre ellipsoïdale aplatie
Modèle de définition de la grille 3.110 — Projection équatoriale azimutale équidistante,27-30,Valeur ajustée du petit axe de la Terre ellipsoïdale aplatie
Modèle de définition de la grille 3.110 — Projection équatoriale azimutale équidistante,31-34,Nx - nombre de points le long de l'axe des x
Modèle de définition de la grille 3.110 — Projection équatoriale azimutale équidistante,35-38,Ny - nombre de points le long de l'axe des y
Modèle de définition de la grille 3.110 — Projection équatoriale azimutale équidistante,39-42,La1 - latitude du point de tangence (centre de la grille)
Modèle de définition de la grille 3.110 — Projection équatoriale azimutale équidistante,43-46,Lo1 - longitude du point de tangence
Modèle de définition de la grille 3.110 — Projection équatoriale azimutale équidistante,47,Indicateurs de résolution et de composantes (voir la table d'indicateurs 3.3)
Modèle de définition de la grille 3.110 — Projection équatoriale azimutale équidistante,48-51,"Dx - longueur de la grille dans la direction x, exprimée en 10-3 m, mesurée à l'origine de l'axe"
Modèle de définition de la grille 3.110 — Projection équatoriale azimutale équidistante,52-55,"Dy - longueur de la grille dans la direction y, exprimée en 10-3 m, mesurée à l'origine de l'axe"
Modèle de définition de la grille 3.110 — Projection équatoriale azimutale équidistante,56,Centre de la projection
Modèle de définition de la grille 3.110 — Projection équatoriale azimutale équidistante,57,Mode d'exploration (voir la table d'indicateurs 3.4)
Modèle de définition de la grille 3.120 — Projection azimut-distance,15-18,Nb - nombre de cellules de données le long des lignes radiales (voir la note)
Modèle de définition de la grille 3.120 — Projection azimut-distance,19-22,Nr - nombre de lignes radiales
Modèle de définition de la grille 3.120 — Projection azimut-distance,23-26,La1 - latitude du point central
Modèle de définition de la grille 3.120 — Projection azimut-distance,27-30,Lo1 - longitude du point central
Modèle de définition de la grille 3.120 — Projection azimut-distance,31-34,Dx - écartement des cellules le long des lignes radiales
Modèle de définition de la grille 3.120 — Projection azimut-distance,35-38,Dstart - décalage de l'origine vers la limite intérieure
Modèle de définition de la grille 3.120 — Projection azimut-distance,39,Mode d'exploration (voir la table d'indicateurs 3.4)
Modèle de définition de la grille 3.120 — Projection azimut-distance,40-(39+4Nr),Pour chacune des Nr lignes radiales
Modèle de définition de la grille 3.120 — Projection azimut-distance,40+4(X-1))-(41+4(X-1)),"Azi – azimut de départ, degrés x 10 (degrés Nord)"
Modèle de définition de la grille 3.120 — Projection azimut-distance,(42+4(X-1))-(43+4(X-1)),"Adelta - largeur azimutale, degrés x 100, (+ dans le sens horaire - dans le sens inverse), avec X = 1 à Nr"
Modèle de définition de la grille 3.140 — Projection azimutale équivalente de Lambert,15,Forme de la Terre (voir la table de code 3.2)
Modèle de définition de la grille 3.140 — Projection azimutale équivalente de Lambert,16,Facteur d'échelle du rayon de la Terre sphérique
Modèle de définition de la grille 3.140 — Projection azimutale équivalente de Lambert,17-20,Valeur ajustée du rayon de la Terre sphérique
Modèle de définition de la grille 3.140 — Projection azimutale équivalente de Lambert,21,Facteur d'échelle du grand axe de la Terre ellipsoïdale aplatie
Modèle de définition de la grille 3.140 — Projection azimutale équivalente de Lambert,22-25,Valeur ajustée du grand axe de la Terre ellipsoïdale aplatie
Modèle de définition de la grille 3.140 — Projection azimutale équivalente de Lambert,26,Facteur d'échelle du petit axe de la Terre ellipsoïdale aplatie
Modèle de définition de la grille 3.140 — Projection azimutale équivalente de Lambert,27-30,Valeur ajustée du petit axe de la Terre ellipsoïdale aplatie
Modèle de définition de la grille 3.140 — Projection azimutale équivalente de Lambert,31-34,Nx - nombre de points le long de l'axe des x
Modèle de définition de la grille 3.140 — Projection azimutale équivalente de Lambert,35-38,Ny - nombre de points le long de l'axe des y
Modèle de définition de la grille 3.140 — Projection azimutale équivalente de Lambert,39-42,La1 - latitude du premier point de la grille
Modèle de définition de la grille 3.140 — Projection azimutale équivalente de Lambert,43-46,Lo1 - longitude du premier point de la grille
Modèle de définition de la grille 3.140 — Projection azimutale équivalente de Lambert,47-50,Parallèle standard
Modèle de définition de la grille 3.140 — Projection azimutale équivalente de Lambert,51-54,Longitude centrale
Modèle de définition de la grille 3.140 — Projection azimutale équivalente de Lambert,55,Indicateurs de résolution et de composantes (voir la table d'indicateurs 3.3)
Modèle de définition de la grille 3.140 — Projection azimutale équivalente de Lambert,56-59,Dx - longueur de grille dans la direction x (voir la note)
Modèle de définition de la grille 3.140 — Projection azimutale équivalente de Lambert,60-63,Dy - longueur de grille dans la direction y (voir la note)
Modèle de définition de la grille 3.140 — Projection azimutale équivalente de Lambert,64,Mode d'exploration (voir la table d'indicateurs 3.4)
"Modèle de définition de la grille 3.1000 — Grille de coupe verticale, dont les points sur l'horizontale sont équidistants",15,Forme de la Terre (voir la table de code 3.2)
"Modèle de définition de la grille 3.1000 — Grille de coupe verticale, dont les points sur l'horizontale sont équidistants",16,Facteur d'échelle du rayon de la Terre sphérique
"Modèle de définition de la grille 3.1000 — Grille de coupe verticale, dont les points sur l'horizontale sont équidistants",17-20,Valeur ajustée du rayon de la Terre sphérique
"Modèle de définition de la grille 3.1000 — Grille de coupe verticale, dont les points sur l'horizontale sont équidistants",21,Facteur d'échelle du grand axe de la Terre ellipsoïdale aplatie
"Modèle de définition de la grille 3.1000 — Grille de coupe verticale, dont les points sur l'horizontale sont équidistants",22-25,Valeur ajustée du grand axe de la Terre ellipsoïdale aplatie
"Modèle de définition de la grille 3.1000 — Grille de coupe verticale, dont les points sur l'horizontale sont équidistants",26,Facteur d'échelle du petit axe de la Terre ellipsoïdale aplatie
